state,district,month,total_enrol,total_demo_updates,total_bio_updates,total_updates,service_ratio
Jammu And Kashmir,Doda,2025-05,71.0,167.0,467.0,634.0,8.805555555555555
Jammu And Kashmir,Doda,2025-06,63.0,237.0,585.0,822.0,12.84375
Jammu And Kashmir,Doda,2025-07,37.0,129.0,445.0,574.0,15.105263157894736
Jammu And Kashmir,Doda,2025-08,76.0,341.0,651.0,992.0,12.883116883116884
Jammu And Kashmir,Doda,2025-09,72.0,205.0,446.0,651.0,8.917808219178083
Jammu And Kashmir,Doda,2025-10,68.0,178.0,513.0,691.0,10.014492753623188
Jammu And Kashmir,Doda,2025-11,34.0,225.0,483.0,708.0,20.228571428571428
Jammu And Kashmir,Doda,2025-12,32.0,207.0,527.0,734.0,22.24242424242424
Jammu And Kashmir,Doda,NaT,3112.0,3520.0,8051.0,11571.0,3.716993254095728
Jammu And Kashmir,Ganderbal,2025-01,22.0,2911.0,7893.0,10804.0,469.7391304347826
Jammu And Kashmir,Ganderbal,2025-02,51.0,181.0,201.0,382.0,7.346153846153846
Jammu And Kashmir,Ganderbal,2025-03,15.0,108.0,173.0,281.0,17.5625
Jammu And Kashmir,Ganderbal,2025-04,10.0,117.0,195.0,312.0,28.363636363636363
Jammu And Kashmir,Ganderbal,2025-05,12.0,97.0,143.0,240.0,18.46153846153846
Jammu And Kashmir,Ganderbal,2025-06,17.0,137.0,161.0,298.0,16.555555555555557
Jammu And Kashmir,Ganderbal,2025-07,10.0,92.0,101.0,193.0,17.545454545454547
Jammu And Kashmir,Ganderbal,2025-08,25.0,180.0,188.0,368.0,14.153846153846152
Jammu And Kashmir,Ganderbal,2025-09,32.0,157.0,166.0,323.0,9.787878787878787
Jammu And Kashmir,Ganderbal,2025-10,26.0,128.0,171.0,299.0,11.074074074074074
Jammu And Kashmir,Ganderbal,2025-11,25.0,116.0,162.0,278.0,10.692307692307692
Jammu And Kashmir,Ganderbal,2025-12,14.0,125.0,155.0,280.0,18.666666666666668
Jammu And Kashmir,Ganderbal,NaT,548.0,1847.0,3491.0,5338.0,9.723132969034609
Jammu And Kashmir,Jammu,2025-01,157.0,9004.0,56922.0,65926.0,417.253164556962
Jammu And Kashmir,Jammu,2025-02,169.0,642.0,1718.0,2360.0,13.882352941176473
Jammu And Kashmir,Jammu,2025-03,48.0,543.0,1115.0,1658.0,33.83673469387755
Jammu And Kashmir,Jammu,2025-04,50.0,677.0,1692.0,2369.0,46.45098039215687
Jammu And Kashmir,Jammu,2025-05,87.0,395.0,993.0,1388.0,15.772727272727272
Jammu And Kashmir,Jammu,2025-06,86.0,631.0,1252.0,1883.0,21.64367816091954
Jammu And Kashmir,Jammu,2025-07,52.0,430.0,954.0,1384.0,26.11320754716981
Jammu And Kashmir,Jammu,2025-08,103.0,788.0,1677.0,2465.0,23.70192307692308
Jammu And Kashmir,Jammu,2025-09,145.0,738.0,1522.0,2260.0,15.47945205479452
Jammu And Kashmir,Jammu,2025-10,159.0,752.0,1371.0,2123.0,13.26875
Jammu And Kashmir,Jammu,2025-11,103.0,703.0,1544.0,2247.0,21.60576923076923
Jammu And Kashmir,Jammu,2025-12,82.0,727.0,1407.0,2134.0,25.710843373493976
Jammu And Kashmir,Jammu,NaT,3208.0,10156.0,23798.0,33954.0,10.5808663134933
Jammu And Kashmir,Kargil,2025-01,21.0,366.0,1259.0,1625.0,73.86363636363636
Jammu And Kashmir,Kargil,2025-02,18.0,41.0,37.0,78.0,4.105263157894737
Jammu And Kashmir,Kargil,2025-03,12.0,33.0,40.0,73.0,5.615384615384615
Jammu And Kashmir,Kargil,2025-04,7.0,55.0,43.0,98.0,12.25
Jammu And Kashmir,Kargil,2025-05,12.0,43.0,34.0,77.0,5.923076923076923
Jammu And Kashmir,Kargil,2025-06,13.0,42.0,37.0,79.0,5.642857142857143
Jammu And Kashmir,Kargil,2025-07,6.0,19.0,30.0,49.0,7.0
Jammu And Kashmir,Kargil,2025-08,10.0,57.0,39.0,96.0,8.727272727272727
Jammu And Kashmir,Kargil,2025-09,5.0,59.0,40.0,99.0,16.5
Jammu And Kashmir,Kargil,2025-10,18.0,62.0,48.0,110.0,5.789473684210527
Jammu And Kashmir,Kargil,2025-11,5.0,59.0,53.0,112.0,18.666666666666668
Jammu And Kashmir,Kargil,2025-12,6.0,74.0,65.0,139.0,19.857142857142858
Jammu And Kashmir,Kargil,NaT,384.0,662.0,1088.0,1750.0,4.545454545454546
Jammu And Kashmir,Kathua,2025-01,42.0,6562.0,24465.0,31027.0,721.5581395348837
Jammu And Kashmir,Kathua,2025-02,58.0,204.0,505.0,709.0,12.016949152542374
Jammu And Kashmir,Kathua,2025-03,28.0,276.0,488.0,764.0,26.344827586206897
Jammu And Kashmir,Kathua,2025-04,18.0,339.0,598.0,937.0,49.31578947368421
Jammu And Kashmir,Kathua,2025-05,75.0,199.0,494.0,693.0,9.11842105263158
Jammu And Kashmir,Kathua,2025-06,46.0,318.0,447.0,765.0,16.27659574468085
Jammu And Kashmir,Kathua,2025-07,44.0,149.0,332.0,481.0,10.688888888888888
Jammu And Kashmir,Kathua,2025-08,112.0,450.0,594.0,1044.0,9.238938053097344
Jammu And Kashmir,Kathua,2025-09,77.0,309.0,613.0,922.0,11.82051282051282
Jammu And Kashmir,Kathua,2025-10,96.0,325.0,551.0,876.0,9.030927835051546
Jammu And Kashmir,Kathua,2025-11,48.0,298.0,602.0,900.0,18.367346938775512
Jammu And Kashmir,Kathua,2025-12,38.0,378.0,658.0,1036.0,26.56410256410257
Jammu And Kashmir,Kathua,NaT,2141.0,5067.0,8809.0,13876.0,6.478057889822596
Jammu And Kashmir,Kishtwar,2025-01,11.0,2022.0,14626.0,16648.0,1387.3333333333333
Jammu And Kashmir,Kishtwar,2025-02,33.0,67.0,202.0,269.0,7.911764705882353
Jammu And Kashmir,Kishtwar,2025-03,26.0,67.0,140.0,207.0,7.666666666666667
Jammu And Kashmir,Kishtwar,2025-04,2.0,87.0,250.0,337.0,112.33333333333331
Jammu And Kashmir,Kishtwar,2025-05,29.0,48.0,188.0,236.0,7.866666666666666
Jammu And Kashmir,Kishtwar,2025-06,25.0,91.0,203.0,294.0,11.307692307692308
Jammu And Kashmir,Kishtwar,2025-07,20.0,64.0,141.0,205.0,9.761904761904765
Jammu And Kashmir,Kishtwar,2025-08,20.0,105.0,306.0,411.0,19.571428571428573
Jammu And Kashmir,Kishtwar,2025-09,32.0,99.0,210.0,309.0,9.363636363636363
Jammu And Kashmir,Kishtwar,2025-10,29.0,70.0,186.0,256.0,8.533333333333333
Jammu And Kashmir,Kishtwar,2025-11,22.0,96.0,247.0,343.0,14.91304347826087
Jammu And Kashmir,Kishtwar,2025-12,13.0,73.0,284.0,357.0,25.5
Jammu And Kashmir,Kishtwar,NaT,978.0,1242.0,3578.0,4820.0,4.923391215526047
Jammu And Kashmir,Kulgam,2025-01,31.0,4108.0,17198.0,21306.0,665.8125
Jammu And Kashmir,Kulgam,2025-02,48.0,176.0,337.0,513.0,10.46938775510204
Jammu And Kashmir,Kulgam,2025-03,9.0,158.0,232.0,390.0,39.0
Jammu And Kashmir,Kulgam,2025-04,18.0,146.0,231.0,377.0,19.84210526315789
Jammu And Kashmir,Kulgam,2025-05,20.0,64.0,248.0,312.0,14.857142857142858
Jammu And Kashmir,Kulgam,2025-06,14.0,179.0,271.0,450.0,30.0
Jammu And Kashmir,Kulgam,2025-07,12.0,37.0,154.0,191.0,14.692307692307692
Jammu And Kashmir,Kulgam,2025-08,36.0,222.0,355.0,577.0,15.594594594594597
Jammu And Kashmir,Kulgam,2025-09,35.0,152.0,308.0,460.0,12.77777777777778
Jammu And Kashmir,Kulgam,2025-10,29.0,181.0,351.0,532.0,17.733333333333334
Jammu And Kashmir,Kulgam,2025-11,31.0,52.0,367.0,419.0,13.09375
Jammu And Kashmir,Kulgam,2025-12,6.0,130.0,353.0,483.0,69.0
Jammu And Kashmir,Kulgam,NaT,865.0,2163.0,5110.0,7273.0,8.39838337182448
Jammu And Kashmir,Kupwara,2025-01,75.0,18288.0,32301.0,50589.0,665.6447368421053
Jammu And Kashmir,Kupwara,2025-02,104.0,432.0,751.0,1183.0,11.266666666666667
Jammu And Kashmir,Kupwara,2025-03,80.0,507.0,665.0,1172.0,14.469135802469136
Jammu And Kashmir,Kupwara,2025-04,58.0,391.0,708.0,1099.0,18.6271186440678
Jammu And Kashmir,Kupwara,2025-05,78.0,288.0,543.0,831.0,10.518987341772153
Jammu And Kashmir,Kupwara,2025-06,86.0,479.0,501.0,980.0,11.264367816091951
Jammu And Kashmir,Kupwara,2025-07,44.0,238.0,362.0,600.0,13.333333333333334
Jammu And Kashmir,Kupwara,2025-08,92.0,628.0,654.0,1282.0,13.78494623655914
Jammu And Kashmir,Kupwara,2025-09,78.0,485.0,599.0,1084.0,13.721518987341772
Jammu And Kashmir,Kupwara,2025-10,95.0,331.0,491.0,822.0,8.5625
Jammu And Kashmir,Kupwara,2025-11,66.0,442.0,707.0,1149.0,17.149253731343283
Jammu And Kashmir,Kupwara,2025-12,32.0,451.0,675.0,1126.0,34.121212121212125
Jammu And Kashmir,Kupwara,NaT,1907.0,6712.0,9837.0,16549.0,8.673480083857442
Jammu And Kashmir,Leh,2025-01,2.0,340.0,1126.0,1466.0,488.6666666666667
Jammu And Kashmir,Leh,2025-02,7.0,43.0,56.0,99.0,12.375
Jammu And Kashmir,Leh,2025-03,0.0,29.0,57.0,86.0,86.0
Jammu And Kashmir,Leh,2025-04,1.0,31.0,31.0,62.0,31.0
Jammu And Kashmir,Leh,2025-05,5.0,13.0,14.0,27.0,4.5
Jammu And Kashmir,Leh,2025-06,5.0,28.0,33.0,61.0,10.166666666666666
Jammu And Kashmir,Leh,2025-07,0.0,13.0,23.0,36.0,36.0
Jammu And Kashmir,Leh,2025-08,6.0,32.0,15.0,47.0,6.714285714285714
Jammu And Kashmir,Leh,2025-09,3.0,13.0,45.0,58.0,14.5
Jammu And Kashmir,Leh,2025-10,11.0,21.0,14.0,35.0,2.9166666666666665
Jammu And Kashmir,Leh,2025-11,13.0,29.0,45.0,74.0,5.285714285714286
Jammu And Kashmir,Leh,2025-12,5.0,59.0,47.0,106.0,17.666666666666668
Jammu And Kashmir,Leh,NaT,141.0,441.0,1018.0,1459.0,10.274647887323944
Jammu And Kashmir,Poonch,NaT,0.0,2.0,1.0,3.0,3.0
Jammu And Kashmir,Pulwama,2025-01,45.0,9883.0,14527.0,24410.0,530.6521739130435
Jammu And Kashmir,Pulwama,2025-02,112.0,320.0,807.0,1127.0,9.973451327433628
Jammu And Kashmir,Pulwama,2025-03,28.0,263.0,685.0,948.0,32.689655172413794
Jammu And Kashmir,Pulwama,2025-04,25.0,269.0,956.0,1225.0,47.11538461538461
Jammu And Kashmir,Pulwama,2025-05,31.0,189.0,537.0,726.0,22.6875
Jammu And Kashmir,Pulwama,2025-06,39.0,184.0,554.0,738.0,18.45
Jammu And Kashmir,Pulwama,2025-07,21.0,149.0,492.0,641.0,29.13636363636364
Jammu And Kashmir,Pulwama,2025-08,57.0,396.0,606.0,1002.0,17.275862068965516
Jammu And Kashmir,Pulwama,2025-09,58.0,310.0,493.0,803.0,13.610169491525424
Jammu And Kashmir,Pulwama,2025-10,74.0,189.0,622.0,811.0,10.813333333333333
Jammu And Kashmir,Pulwama,2025-11,40.0,220.0,730.0,950.0,23.170731707317078
Jammu And Kashmir,Pulwama,2025-12,6.0,277.0,936.0,1213.0,173.28571428571428
Jammu And Kashmir,Pulwama,NaT,1290.0,4324.0,9681.0,14005.0,10.848179705654532
Jammu And Kashmir,Punch,2025-01,239.0,10179.0,26000.0,36179.0,150.74583333333334
Jammu And Kashmir,Punch,2025-02,75.0,180.0,755.0,935.0,12.302631578947368
Jammu And Kashmir,Punch,2025-03,36.0,262.0,748.0,1010.0,27.2972972972973
Jammu And Kashmir,Punch,2025-04,17.0,285.0,791.0,1076.0,59.77777777777778
Jammu And Kashmir,Punch,2025-05,62.0,186.0,573.0,759.0,12.047619047619047
Jammu And Kashmir,Punch,2025-06,37.0,242.0,638.0,880.0,23.157894736842103
Jammu And Kashmir,Punch,2025-07,34.0,130.0,587.0,717.0,20.485714285714284
Jammu And Kashmir,Punch,2025-08,67.0,307.0,846.0,1153.0,16.955882352941178
Jammu And Kashmir,Punch,2025-09,67.0,271.0,644.0,915.0,13.455882352941176
Jammu And Kashmir,Punch,2025-10,76.0,229.0,692.0,921.0,11.96103896103896
Jammu And Kashmir,Punch,2025-11,47.0,265.0,694.0,959.0,19.979166666666668
Jammu And Kashmir,Punch,2025-12,51.0,229.0,845.0,1074.0,20.653846153846157
Jammu And Kashmir,Punch,NaT,1751.0,3677.0,11307.0,14984.0,8.552511415525114
Jammu And Kashmir,Rajouri,2025-01,41.0,4192.0,30733.0,34925.0,831.547619047619
Jammu And Kashmir,Rajouri,2025-02,126.0,356.0,1263.0,1619.0,12.748031496062993
Jammu And Kashmir,Rajouri,2025-03,35.0,261.0,896.0,1157.0,32.138888888888886
Jammu And Kashmir,Rajouri,2025-04,28.0,276.0,1130.0,1406.0,48.48275862068966
Jammu And Kashmir,Rajouri,2025-05,42.0,228.0,847.0,1075.0,25.0
Jammu And Kashmir,Rajouri,2025-06,29.0,235.0,697.0,932.0,31.066666666666663
Jammu And Kashmir,Rajouri,2025-07,21.0,153.0,557.0,710.0,32.27272727272727
Jammu And Kashmir,Rajouri,2025-08,91.0,472.0,1108.0,1580.0,17.17391304347826
Jammu And Kashmir,Rajouri,2025-09,92.0,313.0,938.0,1251.0,13.451612903225806
Jammu And Kashmir,Rajouri,2025-10,96.0,285.0,873.0,1158.0,11.938144329896907
Jammu And Kashmir,Rajouri,2025-11,56.0,317.0,989.0,1306.0,22.912280701754387
Jammu And Kashmir,Rajouri,2025-12,18.0,275.0,1009.0,1284.0,67.57894736842105
Jammu And Kashmir,Rajouri,NaT,1847.0,4540.0,13315.0,17855.0,9.661796536796537
Jammu And Kashmir,Ramban,2025-01,19.0,2595.0,13770.0,16365.0,818.25
Jammu And Kashmir,Ramban,2025-02,42.0,154.0,1189.0,1343.0,31.232558139534884
Jammu And Kashmir,Ramban,2025-03,17.0,142.0,807.0,949.0,52.72222222222222
Jammu And Kashmir,Ramban,2025-04,4.0,99.0,771.0,870.0,174.0
Jammu And Kashmir,Ramban,2025-05,44.0,107.0,567.0,674.0,14.977777777777778
Jammu And Kashmir,Ramban,2025-06,43.0,129.0,596.0,725.0,16.477272727272727
Jammu And Kashmir,Ramban,2025-07,21.0,46.0,565.0,611.0,27.772727272727277
Jammu And Kashmir,Ramban,2025-08,28.0,178.0,668.0,846.0,29.17241379310345
Jammu And Kashmir,Ramban,2025-09,45.0,186.0,519.0,705.0,15.326086956521738
Jammu And Kashmir,Ramban,2025-10,56.0,145.0,473.0,618.0,10.842105263157896
Jammu And Kashmir,Ramban,2025-11,29.0,150.0,436.0,586.0,19.53333333333333
Jammu And Kashmir,Ramban,2025-12,31.0,139.0,589.0,728.0,22.75
Jammu And Kashmir,Ramban,NaT,1495.0,2092.0,8018.0,10110.0,6.758021390374331
Jammu And Kashmir,Reasi,2025-01,25.0,2271.0,15697.0,17968.0,691.0769230769231
Jammu And Kashmir,Reasi,2025-02,57.0,165.0,309.0,474.0,8.172413793103448
Jammu And Kashmir,Reasi,2025-03,13.0,105.0,187.0,292.0,20.857142857142858
Jammu And Kashmir,Reasi,2025-04,8.0,71.0,262.0,333.0,37.0
Jammu And Kashmir,Reasi,2025-05,46.0,72.0,232.0,304.0,6.468085106382978
Jammu And Kashmir,Reasi,2025-06,23.0,192.0,240.0,432.0,18.0
Jammu And Kashmir,Reasi,2025-07,23.0,65.0,179.0,244.0,10.166666666666666
Jammu And Kashmir,Reasi,2025-08,50.0,167.0,269.0,436.0,8.549019607843137
Jammu And Kashmir,Reasi,2025-09,50.0,121.0,252.0,373.0,7.313725490196078
Jammu And Kashmir,Reasi,2025-10,51.0,140.0,233.0,373.0,7.173076923076923
Jammu And Kashmir,Reasi,2025-11,39.0,131.0,265.0,396.0,9.9
Jammu And Kashmir,Reasi,2025-12,18.0,170.0,298.0,468.0,24.63157894736842
Jammu And Kashmir,Reasi,NaT,1255.0,2231.0,4258.0,6489.0,5.16640127388535
Jammu And Kashmir,Samba,2025-01,10.0,1715.0,6093.0,7808.0,709.8181818181819
Jammu And Kashmir,Samba,2025-02,7.0,55.0,185.0,240.0,30.0
Jammu And Kashmir,Samba,2025-03,9.0,64.0,118.0,182.0,18.2
Jammu And Kashmir,Samba,2025-04,3.0,86.0,234.0,320.0,80.0
Jammu And Kashmir,Samba,2025-05,16.0,47.0,138.0,185.0,10.882352941176473
Jammu And Kashmir,Samba,2025-06,14.0,87.0,206.0,293.0,19.53333333333333
Jammu And Kashmir,Samba,2025-07,6.0,39.0,147.0,186.0,26.571428571428573
Jammu And Kashmir,Samba,2025-08,27.0,115.0,187.0,302.0,10.785714285714286
Jammu And Kashmir,Samba,2025-09,9.0,61.0,148.0,209.0,20.9
Jammu And Kashmir,Samba,2025-10,22.0,86.0,169.0,255.0,11.08695652173913
Jammu And Kashmir,Samba,2025-11,20.0,94.0,191.0,285.0,13.571428571428571
Jammu And Kashmir,Samba,2025-12,4.0,96.0,184.0,280.0,56.0
Jammu And Kashmir,Samba,NaT,423.0,1226.0,2941.0,4167.0,9.827830188679243
Jammu And Kashmir,Shopian,2025-01,412.0,0.0,0.0,0.0,0.0
Jammu And Kashmir,Shupiyan,2025-01,9.0,3282.0,9547.0,12829.0,1282.9
Jammu And Kashmir,Shupiyan,2025-02,18.0,154.0,318.0,472.0,24.84210526315789
Jammu And Kashmir,Shupiyan,2025-03,9.0,82.0,197.0,279.0,27.9
Jammu And Kashmir,Shupiyan,2025-04,7.0,124.0,272.0,396.0,49.5
Jammu And Kashmir,Shupiyan,2025-05,8.0,87.0,166.0,253.0,28.11111111111111
Jammu And Kashmir,Shupiyan,2025-06,10.0,65.0,189.0,254.0,23.09090909090909
Jammu And Kashmir,Shupiyan,2025-07,3.0,50.0,176.0,226.0,56.5
Jammu And Kashmir,Shupiyan,2025-08,9.0,134.0,308.0,442.0,44.2
Jammu And Kashmir,Shupiyan,2025-09,23.0,61.0,262.0,323.0,13.458333333333334
Jammu And Kashmir,Shupiyan,2025-10,25.0,172.0,176.0,348.0,13.384615384615383
Jammu And Kashmir,Shupiyan,2025-11,14.0,29.0,249.0,278.0,18.53333333333333
Jammu And Kashmir,Shupiyan,2025-12,5.0,118.0,169.0,287.0,47.833333333333336
Jammu And Kashmir,Shupiyan,NaT,510.0,1639.0,3301.0,4940.0,9.667318982387476
Jammu And Kashmir,Srinagar,2025-01,75.0,10898.0,35580.0,46478.0,611.5526315789474
Jammu And Kashmir,Srinagar,2025-02,147.0,845.0,1527.0,2372.0,16.027027027027028
Jammu And Kashmir,Srinagar,2025-03,44.0,732.0,1320.0,2052.0,45.6
Jammu And Kashmir,Srinagar,2025-04,35.0,736.0,1454.0,2190.0,60.833333333333336
Jammu And Kashmir,Srinagar,2025-05,97.0,481.0,1094.0,1575.0,16.071428571428573
Jammu And Kashmir,Srinagar,2025-06,88.0,747.0,1352.0,2099.0,23.584269662921347
Jammu And Kashmir,Srinagar,2025-07,39.0,411.0,918.0,1329.0,33.225
Jammu And Kashmir,Srinagar,2025-08,111.0,858.0,1327.0,2185.0,19.508928571428573
Jammu And Kashmir,Srinagar,2025-09,115.0,779.0,1306.0,2085.0,17.974137931034484
Jammu And Kashmir,Srinagar,2025-10,111.0,654.0,1344.0,1998.0,17.839285714285715
Jammu And Kashmir,Srinagar,2025-11,67.0,674.0,1339.0,2013.0,29.602941176470587
Jammu And Kashmir,Srinagar,2025-12,23.0,781.0,1629.0,2410.0,100.41666666666669
Jammu And Kashmir,Srinagar,NaT,2213.0,11546.0,20567.0,32113.0,14.504516711833784
Jammu And Kashmir,Udhampur,2025-01,35.0,4765.0,30082.0,34847.0,967.9722222222222
Jammu And Kashmir,Udhampur,2025-02,57.0,186.0,503.0,689.0,11.879310344827584
Jammu And Kashmir,Udhampur,2025-03,23.0,244.0,477.0,721.0,30.041666666666668
Jammu And Kashmir,Udhampur,2025-04,13.0,274.0,654.0,928.0,66.28571428571429
Jammu And Kashmir,Udhampur,2025-05,57.0,157.0,406.0,563.0,9.70689655172414
Jammu And Kashmir,Udhampur,2025-06,65.0,279.0,524.0,803.0,12.166666666666666
Jammu And Kashmir,Udhampur,2025-07,45.0,134.0,443.0,577.0,12.543478260869565
Jammu And Kashmir,Udhampur,2025-08,60.0,310.0,580.0,890.0,14.59016393442623
Jammu And Kashmir,Udhampur,2025-09,73.0,248.0,525.0,773.0,10.445945945945946
Jammu And Kashmir,Udhampur,2025-10,70.0,212.0,510.0,722.0,10.169014084507042
Jammu And Kashmir,Udhampur,2025-11,61.0,281.0,465.0,746.0,12.03225806451613
Jammu And Kashmir,Udhampur,2025-12,25.0,347.0,589.0,936.0,36.0
Jammu And Kashmir,Udhampur,NaT,2161.0,4237.0,8720.0,12957.0,5.993061979648473
Jharkhand,Bokaro,2025-01,154.0,23592.0,73732.0,97324.0,627.8967741935484
Jharkhand,Bokaro,2025-02,287.0,1219.0,1937.0,3156.0,10.958333333333334
Jharkhand,Bokaro,2025-03,82.0,1174.0,1253.0,2427.0,29.24096385542169
Jharkhand,Bokaro,2025-04,68.0,1310.0,950.0,2260.0,32.7536231884058
Jharkhand,Bokaro,2025-05,104.0,604.0,845.0,1449.0,13.8
Jharkhand,Bokaro,2025-06,159.0,994.0,1707.0,2701.0,16.88125
Jharkhand,Bokaro,2025-07,74.0,762.0,785.0,1547.0,20.626666666666665
Jharkhand,Bokaro,2025-08,240.0,1604.0,1363.0,2967.0,12.311203319502075
Jharkhand,Bokaro,2025-09,229.0,1323.0,1812.0,3135.0,13.630434782608695
Jharkhand,Bokaro,2025-10,229.0,1201.0,1341.0,2542.0,11.05217391304348
Jharkhand,Bokaro,2025-11,199.0,1444.0,1748.0,3192.0,15.96
Jharkhand,Bokaro,2025-12,158.0,1620.0,1741.0,3361.0,21.13836477987421
Jharkhand,Bokaro,NaT,3705.0,16082.0,17280.0,33362.0,9.002158661629789
Jharkhand,Bokaro *,2025-01,0.0,0.0,1.0,1.0,1.0
Jharkhand,Bokaro *,2025-05,0.0,0.0,1.0,1.0,1.0
Jharkhand,Bokaro *,NaT,2.0,0.0,1.0,1.0,0.3333333333333333
Jharkhand,Chatra,2025-01,1160.0,15268.0,44495.0,59763.0,51.47545219638243
Jharkhand,Chatra,2025-02,281.0,1174.0,1144.0,2318.0,8.21985815602837
Jharkhand,Chatra,2025-03,36.0,708.0,700.0,1408.0,38.054054054054056
Jharkhand,Chatra,2025-04,19.0,1005.0,647.0,1652.0,82.6
Jharkhand,Chatra,2025-05,188.0,516.0,636.0,1152.0,6.095238095238095
Jharkhand,Chatra,2025-06,130.0,946.0,1297.0,2243.0,17.12213740458015
Jharkhand,Chatra,2025-07,90.0,618.0,532.0,1150.0,12.637362637362637
Jharkhand,Chatra,2025-08,187.0,1367.0,1025.0,2392.0,12.72340425531915
Jharkhand,Chatra,2025-09,195.0,1237.0,1411.0,2648.0,13.510204081632653
Jharkhand,Chatra,2025-10,207.0,1153.0,788.0,1941.0,9.33173076923077
Jharkhand,Chatra,2025-11,141.0,1054.0,1311.0,2365.0,16.654929577464788
Jharkhand,Chatra,2025-12,126.0,1216.0,1359.0,2575.0,20.275590551181104
Jharkhand,Chatra,NaT,3519.0,12563.0,11207.0,23770.0,6.752840909090909
Jharkhand,Deoghar,2025-01,860.0,22665.0,46238.0,68903.0,80.0267131242741
Jharkhand,Deoghar,2025-02,334.0,1089.0,1079.0,2168.0,6.471641791044776
Jharkhand,Deoghar,2025-03,112.0,1122.0,749.0,1871.0,16.557522123893804
Jharkhand,Deoghar,2025-04,52.0,829.0,585.0,1414.0,26.67924528301887
Jharkhand,Deoghar,2025-05,171.0,458.0,535.0,993.0,5.773255813953488
Jharkhand,Deoghar,2025-06,188.0,956.0,1018.0,1974.0,10.444444444444445
Jharkhand,Deoghar,2025-07,100.0,556.0,526.0,1082.0,10.712871287128714
Jharkhand,Deoghar,2025-08,269.0,1443.0,700.0,2143.0,7.937037037037037
Jharkhand,Deoghar,2025-09,265.0,1097.0,1094.0,2191.0,8.236842105263158
Jharkhand,Deoghar,2025-10,371.0,1154.0,925.0,2079.0,5.588709677419355
Jharkhand,Deoghar,2025-11,203.0,1088.0,1002.0,2090.0,10.245098039215684
Jharkhand,Deoghar,2025-12,207.0,1407.0,968.0,2375.0,11.41826923076923
Jharkhand,Deoghar,NaT,4928.0,13477.0,10598.0,24075.0,4.884357881923311
Jharkhand,Dhanbad,2025-01,1730.0,40390.0,108753.0,149143.0,86.16002310803005
Jharkhand,Dhanbad,2025-02,442.0,2119.0,2041.0,4160.0,9.390519187358915
Jharkhand,Dhanbad,2025-03,116.0,1697.0,1593.0,3290.0,28.11965811965812
Jharkhand,Dhanbad,2025-04,106.0,1452.0,1173.0,2625.0,24.53271028037383
Jharkhand,Dhanbad,2025-05,292.0,814.0,1157.0,1971.0,6.726962457337884
Jharkhand,Dhanbad,2025-06,246.0,1725.0,1823.0,3548.0,14.364372469635628
Jharkhand,Dhanbad,2025-07,167.0,1156.0,1053.0,2209.0,13.148809523809524
Jharkhand,Dhanbad,2025-08,403.0,2310.0,1544.0,3854.0,9.53960396039604
Jharkhand,Dhanbad,2025-09,311.0,1512.0,2049.0,3561.0,11.413461538461538
Jharkhand,Dhanbad,2025-10,310.0,1724.0,1606.0,3330.0,10.707395498392282
Jharkhand,Dhanbad,2025-11,253.0,1871.0,1932.0,3803.0,14.972440944881887
Jharkhand,Dhanbad,2025-12,298.0,2120.0,2161.0,4281.0,14.31772575250836
Jharkhand,Dhanbad,NaT,6117.0,22695.0,21813.0,44508.0,7.27492644655116
Jharkhand,Dumka,2025-01,596.0,18747.0,54730.0,73477.0,123.07705192629815
Jharkhand,Dumka,2025-02,287.0,1172.0,1150.0,2322.0,8.0625
Jharkhand,Dumka,2025-03,76.0,1198.0,937.0,2135.0,27.727272727272727
Jharkhand,Dumka,2025-04,37.0,1251.0,655.0,1906.0,50.1578947368421
Jharkhand,Dumka,2025-05,134.0,689.0,614.0,1303.0,9.651851851851852
Jharkhand,Dumka,2025-06,241.0,907.0,915.0,1822.0,7.528925619834711
Jharkhand,Dumka,2025-07,119.0,700.0,541.0,1241.0,10.341666666666669
Jharkhand,Dumka,2025-08,225.0,1520.0,747.0,2267.0,10.030973451327434
Jharkhand,Dumka,2025-09,191.0,966.0,1098.0,2064.0,10.75
Jharkhand,Dumka,2025-10,235.0,1368.0,923.0,2291.0,9.707627118644067
Jharkhand,Dumka,2025-11,158.0,1267.0,1025.0,2292.0,14.41509433962264
Jharkhand,Dumka,2025-12,136.0,1323.0,1086.0,2409.0,17.583941605839417
Jharkhand,Dumka,NaT,3226.0,13861.0,10806.0,24667.0,7.643941741555625
Jharkhand,East Singhbhum,2025-01,582.0,17146.0,95856.0,113002.0,193.82847341337907
Jharkhand,East Singhbhum,2025-02,391.0,1318.0,2235.0,3553.0,9.06377551020408
Jharkhand,East Singhbhum,2025-03,74.0,1386.0,1667.0,3053.0,40.70666666666666
Jharkhand,East Singhbhum,2025-04,60.0,1358.0,1380.0,2738.0,44.885245901639344
Jharkhand,East Singhbhum,2025-05,114.0,744.0,1072.0,1816.0,15.791304347826086
Jharkhand,East Singhbhum,2025-06,167.0,1067.0,1728.0,2795.0,16.636904761904763
Jharkhand,East Singhbhum,2025-07,92.0,714.0,1136.0,1850.0,19.892473118279568
Jharkhand,East Singhbhum,2025-08,235.0,1441.0,1449.0,2890.0,12.245762711864408
Jharkhand,East Singhbhum,2025-09,255.0,1243.0,1797.0,3040.0,11.875
